actor_name,actor_id,movie_id,relevance
Catherine Keener,0001416,tt5052448,3
Bradley Whitford,0925966,tt5052448,4
Caleb Landry Jones,2655177,tt5052448,5
Marcus Henderson,5436968,tt5052448,6
Betty Gabriel,3340597,tt5052448,7
LaKeith Stanfield,3147751,tt5052448,8
Stephen Root,0740535,tt5052448,9
Lil Rel Howery,2577076,tt5052448,10
Jesse Eisenberg,0251986,tt1285016,1
Rooney Mara,1913734,tt1285016,2
Bryan Barter,3728884,tt1285016,3
Dustin Fitzsimons,2951481,tt1285016,4
Joseph Mazzello,0001515,tt1285016,5
Patrick Mapel,2557308,tt1285016,6
Andrew Garfield,1940449,tt1285016,7
Toby Meuli,1114723,tt1285016,8
Alecia Svensen,4087600,tt1285016,9
Jami Owen,4088378,tt1285016,10
Mandy Moore,0601553,tt0398286,1
Zachary Levi,1157048,tt0398286,2
Donna Murphy,0614220,tt0398286,3
Ron Perlman,0000579,tt0398286,4
M.C. Gainey,0301370,tt0398286,5
Jeffrey Tambor,0001787,tt0398286,6
Brad Garrett,0004951,tt0398286,7
Paul F. Tompkins,0006670,tt0398286,8
Richard Kiel,0001423,tt0398286,9
Delaney Rose Stein,4169896,tt0398286,10
Tom Cruise,0000129,tt0104257,1
Jack Nicholson,0000197,tt0104257,2
Demi Moore,0000193,tt0104257,3
Kevin Bacon,0000102,tt0104257,4
Kiefer Sutherland,0000662,tt0104257,5
Kevin Pollak,0001629,tt0104257,6
James Marshall,0338614,tt0104257,7
J.T. Walsh,0000687,tt0104257,8
Christopher Guest,0001302,tt0104257,9
J.A. Preston,0696430,tt0104257,10
Karina Arroyave,0037410,tt0375679,1
Dato Bakhtadze,0049079,tt0375679,2
Sandra Bullock,0000113,tt0375679,3
Don Cheadle,0000332,tt0375679,4
Art Chudabala,0160988,tt0375679,5
Sean Cory,0181691,tt0375679,6
Tony Danza,0001103,tt0375679,7
Keith David,0202966,tt0375679,8
Loretta Devine,0222643,tt0375679,9
Matt Dillon,0000369,tt0375679,10
Kareem Abdul-Jabbar,0000717,tt0080339,1
Lloyd Bridges,0000978,tt0080339,2
Peter Graves,0336335,tt0080339,3
Julie Hagerty,0353546,tt0080339,4
Robert Hays,0001332,tt0080339,5
Leslie Nielsen,0000558,tt0080339,6
Lorna Patterson,0666309,tt0080339,7
Robert Stack,0821041,tt0080339,8
Stephen Stucker,0835992,tt0080339,9
Otto,1290293,tt0080339,10
Leonard Nimoy,0000559,tt1408101,1
Chris Pine,1517976,tt1408101,2
Zachary Quinto,0704270,tt1408101,3
Zoe Saldana,0757855,tt1408101,4
Karl Urban,0881631,tt1408101,5
Simon Pegg,0670408,tt1408101,6
John Cho,0158626,tt1408101,7
Benedict Cumberbatch,1212722,tt1408101,8
Anton Yelchin,0947338,tt1408101,9
Bruce Greenwood,0339304,tt1408101,10
Jake Gyllenhaal,0350453,tt0443706,1
Mark Ruffalo,0749263,tt0443706,2
Anthony Edwards,0000381,tt0443706,3
Robert Downey Jr.,0000375,tt0443706,4
Brian Cox,0004051,tt0443706,5
John Carroll Lynch,0002253,tt0443706,6
Richmond Arquette,0037118,tt0443706,7
Bob Stephenson,0827307,tt0443706,8
John Lacy,0480381,tt0443706,9
Chloë Sevigny,0001721,tt0443706,10
Johnny Depp,0000136,tt0108550,1
Leonardo DiCaprio,0000138,tt0108550,2
Juliette Lewis,0000496,tt0108550,3
Mary Steenburgen,0005460,tt0108550,4
Darlene Cates,0146055,tt0108550,5
Laura Harrington,0364307,tt0108550,6
Mary Kate Schellhardt,0770788,tt0108550,7
Kevin Tighe,0001798,tt0108550,8
John C. Reilly,0000604,tt0108550,9
Crispin Glover,0000417,tt0108550,10
Sandra Bullock,0000113,tt1454468,1
George Clooney,0000123,tt1454468,2
Ed Harris,0000438,tt1454468,3
Orto Ignatiussen,1241511,tt1454468,4
Phaldut Sharma,2060857,tt1454468,5
Amy Warren,1741430,tt1454468,6
Basher Savage,3390180,tt1454468,7
Gene Hackman,0000432,tt0067116,1
Fernando Rey,0721073,tt0067116,2
Roy Scheider,0001702,tt0067116,3
Tony Lo Bianco,0516215,tt0067116,4
Marcel Bozzuffi,0102566,tt0067116,5
Frédéric de Pasquale,0664687,tt0067116,6
Bill Hickman,0382707,tt0067116,7
Ann Rebbot,0714232,tt0067116,8
Harold Gary,0308872,tt0067116,9
Arlene Farber,0112029,tt0067116,10
Bruce Lee,0000045,tt0070034,1
John Saxon,0768334,tt0070034,2
Jim Kelly,0446485,tt0070034,3
Ahna Capri,0135622,tt0070034,4
Kien Shih,0793384,tt0070034,5
Robert Wall,0908378,tt0070034,6
Angela Mao,0544547,tt0070034,7
Betty Chung,0161184,tt0070034,8
Geoffrey Weeks,0917315,tt0070034,9
Bolo Yeung,0001866,tt0070034,10
Will Arnett,0004715,tt1490017,1
Elizabeth Banks,0006969,tt1490017,2
Craig Berry,1911947,tt1490017,3
Alison Brie,1555340,tt1490017,4
David Burrows,0123262,tt1490017,5
Anthony Daniels,0000355,tt1490017,6
Charlie Day,0206359,tt1490017,7
Amanda Farinos,5322950,tt1490017,8
Keith Ferguson,1584992,tt1490017,9
Will Ferrell,0002071,tt1490017,10
Jon Voight,0000685,tt0068473,1
Burt Reynolds,0000608,tt0068473,2
Ned Beatty,0000885,tt0068473,3
Ronny Cox,0001074,tt0068473,4
Ed Ramey,0708200,tt0068473,5
Billy Redden,0714681,tt0068473,6
Seamon Glass,0322005,tt0068473,7
Randall Deal,0212655,tt0068473,8
Bill McKinney,0571853,tt0068473,9
Herbert 'Cowboy' Coward,0184662,tt0068473,10
Al Pacino,0000199,tt0070666,1
John Randolph,0709907,tt0070666,2
Jack Kehoe,0444955,tt0070666,3
Biff McGuire,0570161,tt0070666,4
Barbara Eda-Young,0248803,tt0070666,5
Cornelia Sharpe,0789208,tt0070666,6
Tony Roberts,0731634,tt0070666,7
John Medici,0575590,tt0070666,8
Allan Rich,0723590,tt0070666,9
Norman Ornellas,0650317,tt0070666,10
Ron Livingston,0515296,tt0151804,1
Jennifer Aniston,0000098,tt0151804,2
David Herman,0379114,tt0151804,3
Ajay Naidu,0619651,tt0151804,4
Diedrich Bader,0046033,tt0151804,5
Stephen Root,0740535,tt0151804,6
Gary Cole,0170550,tt0151804,7
Richard Riehle,0726223,tt0151804,8
Alexandra Wentworth,0005547,tt0151804,9
Joe Bays,0063218,tt0151804,10
Michael Douglas,0000140,tt0119174,1
Sean Penn,0000576,tt0119174,2
Deborah Kara Unger,0000679,tt0119174,3
James Rebhorn,0714310,tt0119174,4
Peter Donat,0232194,tt0119174,5
Carroll Baker,0004647,tt0119174,6
Anna Katarina,2034297,tt0119174,7
Armin Mueller-Stahl,0000090,tt0119174,8
Charles Martinet,0553409,tt0119174,9
Scott Hunter McGuire,0570286,tt0119174,10
Léa Seydoux,2244205,tt2278871,1
Adèle Exarchopoulos,2650819,tt2278871,2
Salim Kechiouche,0444248,tt2278871,3
Aurélien Recoing,0714534,tt2278871,4
Catherine Salée,1595165,tt2278871,5
Benjamin Siksou,2950607,tt2278871,6
Mona Walravens,2488931,tt2278871,7
Alma Jodorowsky,2300160,tt2278871,8
Jérémie Laheurte,5398167,tt2278871,9
Anne Loiret,0517974,tt2278871,10
Tyler Hoechlin,0388382,tt0257044,1
Rob Maxey,1005576,tt0257044,2
Liam Aiken,0014582,tt0257044,3
Jennifer Jason Leigh,0000492,tt0257044,4
Tom Hanks,0000158,tt0257044,5
Paul Newman,0000056,tt0257044,6
Daniel Craig,0185819,tt0257044,7
Ciarán Hinds,0001354,tt0257044,8
Craig Spidle,1177237,tt0257044,9
Ian Barford,0054513,tt0257044,10
Bradley Cooper,0177896,tt1119646,1
Ed Helms,1159180,tt1119646,2
Zach Galifianakis,0302108,tt1119646,3
Justin Bartha,0058581,tt1119646,4
Heather Graham,0001287,tt1119646,5
Sasha Barrese,0056936,tt1119646,6
Jeffrey Tambor,0001787,tt1119646,7
Ken Jeong,0421822,tt1119646,8
Rachael Harris,0006713,tt1119646,9
Mike Tyson,0005512,tt1119646,10
Isabella Rossellini,0000618,tt0090756,1
Kyle MacLachlan,0001492,tt0090756,2
Dennis Hopper,0000454,tt0090756,3
Laura Dern,0000368,tt0090756,4
Hope Lange,0486136,tt0090756,5
Dean Stockwell,0001777,tt0090756,6
George Dickerson,0225419,tt0090756,7
Priscilla Pointer,0688467,tt0090756,8
Frances Bay,0062844,tt0090756,9
Jack Harvey,0367558,tt0090756,10
Trey Parker,0005295,tt0158983,1
Matt Stone,0001778,tt0158983,2
Mary Kay Bergman,0074834,tt0158983,3
Isaac Hayes,0005002,tt0158983,4
Jesse Brant Howell,0397991,tt0158983,5
Anthony Cross-Thomas,0189300,tt0158983,6
Franchesca Clifford,0166620,tt0158983,7
Bruce Howell,0397938,tt0158983,8
Deb Adair,0010426,tt0158983,9
Jennifer Howell,0397990,tt0158983,10
Shailene Woodley,0940362,tt2582846,1
Ansel Elgort,5052065,tt2582846,2
Nat Wolff,1822659,tt2582846,3
Laura Dern,0000368,tt2582846,4
Sam Trammell,0870794,tt2582846,5
Willem Dafoe,0000353,tt2582846,6
Lotte Verbeek,2551311,tt2582846,7
Ana Dela Cruz,0209192,tt2582846,8
Randy Kovitz,0468414,tt2582846,9
Toni Saladna,1541187,tt2582846,10
Christian Bale,0000288,tt0092965,1
John Malkovich,0000518,tt0092965,2
Miranda Richardson,0001669,tt0092965,3
Nigel Havers,0369814,tt0092965,4
Joe Pantoliano,0001592,tt0092965,5
Leslie Phillips,0680587,tt0092965,6
Masatô Ibu,0406592,tt0092965,7
Emily Richard,0723791,tt0092965,8
Rupert Frazer,0292538,tt0092965,9
Peter Gale,0301895,tt0092965,10
Jemaine Clement,1318596,tt3416742,1
Taika Waititi,0169806,tt3416742,2
Jonny Brugh,1591353,tt3416742,3
Cori Gonzalez-Macuer,1129962,tt3416742,4
Stu Rutherford,2975042,tt3416742,5
Ben Fransham,0291740,tt3416742,6
Jackie van Beek,1101310,tt3416742,7
Elena Stejko,1901138,tt3416742,8
Jason Hoyte,1204940,tt3416742,9
Karen O'Leary,6166307,tt3416742,10
John Cusack,0000131,tt0120601,1
Cameron Diaz,0000139,tt0120601,2
Ned Bellamy,0068709,tt0120601,3
Eric Weinstein,0918435,tt0120601,4
Madison Lanc,0484099,tt0120601,5
Octavia Spencer,0818055,tt0120601,6
Mary Kay Place,0005316,tt0120601,7
Orson Bean,0004730,tt0120601,8
Catherine Keener,0001416,tt0120601,9
K.K. Dodds,0230151,tt0120601,10
Cleavon Little,0001476,tt0071230,1
Gene Wilder,0000698,tt0071230,2
Slim Pickens,0001620,tt0071230,3
Harvey Korman,0466327,tt0071230,4
Madeline Kahn,0001404,tt0071230,5
Mel Brooks,0000316,tt0071230,6
Burton Gilliam,0319096,tt0071230,7
Alex Karras,0440090,tt0071230,8
David Huddleston,0399663,tt0071230,9
Liam Dunn,0242668,tt0071230,10
Josh Hartnett,0001326,tt0265086,1
Ewan McGregor,0000191,tt0265086,2
Tom Sizemore,0001744,tt0265086,3
Eric Bana,0051509,tt0265086,4
William Fichtner,0001209,tt0265086,5
Ewen Bremner,0001971,tt0265086,6
Sam Shepard,0001731,tt0265086,7
Gabriel Casseus,0144133,tt0265086,8
Kim Coates,0167649,tt0265086,9
Hugh Dancy,0199215,tt0265086,10
Denzel Washington,0000243,tt0139654,1
Ethan Hawke,0000160,tt0139654,2
Scott Glenn,0001277,tt0139654,3
Tom Berenger,0000297,tt0139654,4
Harris Yulin,0950867,tt0139654,5
Raymond J. Barry,0000855,tt0139654,6
Cliff Curtis,0193295,tt0139654,7
Dr. Dre,0236564,tt0139654,8
Snoop Dogg,0004879,tt0139654,9
Macy Gray,0004975,tt0139654,10
Bruce Willis,0000246,tt0119116,1
Gary Oldman,0000198,tt0119116,2
Ian Holm,0000453,tt0119116,3
Milla Jovovich,0000170,tt0119116,4
Chris Tucker,0000676,tt0119116,5
Luke Perry,0000580,tt0119116,6
Brion James,0001397,tt0119116,7
Tom Lister Jr.,0001474,tt0119116,8
Lee Evans,0262968,tt0119116,9
Charlie Creed-Miles,0187224,tt0119116,10
Al Pacino,0000199,tt0119008,1
Johnny Depp,0000136,tt0119008,2
Michael Madsen,0000514,tt0119008,3
Bruno Kirby,0456124,tt0119008,4
James Russo,0751638,tt0119008,5
Anne Heche,0000162,tt0119008,6
Zeljko Ivanek,0411964,tt0119008,7
Gerry Becker,0065418,tt0119008,8
Robert Miano,0583951,tt0119008,9
Brian Tarantina,0850211,tt0119008,10
Brandon Lee,0000488,tt0109506,1
Rochelle Davis,0205373,tt0109506,2
Ernie Hudson,0001368,tt0109506,3
Michael Wincott,0000699,tt0109506,4
Bai Ling,0000499,tt0109506,5
Sofia Shinas,0793836,tt0109506,6
Anna Thomson,0505764,tt0109506,7
David Patrick Kelly,0446314,tt0109506,8
Angel David,0202819,tt0109506,9
Laurence Mason,0556808,tt0109506,10
Miguel Ferrer,0001208,tt0120762,1
Harvey Fierstein,0001213,tt0120762,2
Freda Foh Shen,0791467,tt0120762,3
June Foray,0004931,tt0120762,4
James Hong,0393222,tt0120762,5
Miriam Margolyes,0546816,tt0120762,6
Pat Morita,0001552,tt0120762,7
Eddie Murphy,0000552,tt0120762,8
Marni Nixon,0633262,tt0120762,9
Soon-Tek Oh,0644902,tt0120762,10
Michael Douglas,0000140,tt0106856,1
Robert Duvall,0000380,tt0106856,2
Barbara Hershey,0001347,tt0106856,3
Rachel Ticotin,0001797,tt0106856,4
Tuesday Weld,0001839,tt0106856,5
Frederic Forrest,0002078,tt0106856,6
Lois Smith,0809135,tt0106856,7
Joey Singer,0801966,tt0106856,8
Ebbe Roe Smith,0808076,tt0106856,9
Michael Paul Chan,0151033,tt0106856,10
Kirk Acevedo,0009716,tt0120863,1
Penelope Allen,0020897,tt0120863,2
Benjamin Green,0337631,tt0120863,3
Simon Billig,0082433,tt0120863,4
Mark Boone Junior,0095478,tt0120863,5
Adrien Brody,0004778,tt0120863,6
Norman Patrick Brown,0114361,tt0120863,7
Jim Caviezel,0001029,tt0120863,8
Ben Chaplin,0001035,tt0120863,9
George Clooney,0000123,tt0120863,10
Tom Cruise,0000129,tt0181689,1
Max von Sydow,0001884,tt0181689,2
Steve Harris,0004996,tt0181689,3
Neal McDonough,0568180,tt0181689,4
Patrick Kilpatrick,0453304,tt0181689,5
Jessica Capshaw,0004800,tt0181689,6
Richard Coca,0168044,tt0181689,7
Keith Campbell,0132625,tt0181689,8
Kirk B.R. Woller,0938570,tt0181689,9
Klea Scott,0779455,tt0181689,10
Jeff Bridges,0000313,tt1403865,1
Hailee Steinfeld,2794962,tt1403865,2
Matt Damon,0000354,tt1403865,3
Josh Brolin,0000982,tt1403865,4
Barry Pepper,0001608,tt1403865,5
Dakin Matthews,0559977,tt1403865,6
Jarlath Conroy,0175826,tt1403865,7
Paul Rae,1497570,tt1403865,8
Domhnall Gleeson,1727304,tt1403865,9
Elizabeth Marvel,0555500,tt1403865,10
Brad Pitt,0000093,tt2713180,1
Shia LaBeouf,0479471,tt2713180,2
Logan Lerman,0503567,tt2713180,3
Michael Peña,0671567,tt2713180,4
Jon Bernthal,1256532,tt2713180,5
Jim Parrack,1747924,tt2713180,6
Brad William Henke,0377034,tt2713180,7
Kevin Vance,5244059,tt2713180,8
Xavier Samuel,1882152,tt2713180,9
Jason Isaacs,0005042,tt2713180,10
Sandra Bullock,0000113,tt0878804,1
Tim McGraw,0005210,tt0878804,2
Quinton Aaron,2466842,tt0878804,3
Jae Head,2052567,tt0878804,4
Lily Collins,2934314,tt0878804,5
Ray McKinnon,0571964,tt0878804,6
Kim Dickens,0225332,tt0878804,7
Adriane Lenox,0502180,tt0878804,8
Kathy Bates,0000870,tt0878804,9
Catherine Dyer,0245696,tt0878804,10
Roger Miller,0589248,tt0070608,1
Peter Ustinov,0001811,tt0070608,2
Terry-Thomas,0856103,tt0070608,3
Brian Bedford,0066028,tt0070608,4
Monica Evans,0263082,tt0070608,5
Phil Harris,0365201,tt0070608,6
Andy Devine,0222596,tt0070608,7
Carole Shelley,0791186,tt0070608,8
Pat Buttram,0125426,tt0070608,9
George Lindsey,0512357,tt0070608,10
Daniel Radcliffe,0705356,tt0417741,1
Michael Gambon,0002091,tt0417741,2
Dave Legeno,0499270,tt0417741,3
Elarica Johnson,2917590,tt0417741,4
Jim Broadbent,0000980,tt0417741,5
Geraldine Somerville,0813893,tt0417741,6
Bonnie Wright,0942247,tt0417741,7
Julie Walters,0910278,tt0417741,8
Rupert Grint,0342488,tt0417741,9
Emma Watson,0914612,tt0417741,10
Gerard Butler,0124930,tt0416449,1
Lena Headey,0372176,tt0416449,2
Dominic West,0922035,tt0416449,3
David Wenham,0920992,tt0416449,4
Vincent Regan,0716490,tt0416449,5
Michael Fassbender,1055413,tt0416449,6
Tom Wisdom,0936300,tt0416449,7
Andrew Pleavin,0687091,tt0416449,8
Andrew Tiernan,0862907,tt0416449,9
Rodrigo Santoro,0763928,tt0416449,10
Richard Dreyfuss,0000377,tt0075860,1
François Truffaut,0000076,tt0075860,2
Teri Garr,0000414,tt0075860,3
Melinda Dillon,0227039,tt0075860,4
Bob Balaban,0000837,tt0075860,5
J. Patrick McNamara,0573688,tt0075860,6
Warren J. Kemmerling,0447230,tt0075860,7
Roberts Blossom,0089348,tt0075860,8
Philip Dodds,0230164,tt0075860,9
Cary Guffey,0346533,tt0075860,10
Sean Connery,0000125,tt0099810,1
Alec Baldwin,0000285,tt0099810,2
Scott Glenn,0001277,tt0099810,3
Sam Neill,0000554,tt0099810,4
James Earl Jones,0000469,tt0099810,5
Joss Ackland,0000722,tt0099810,6
Richard Jordan,0430151,tt0099810,7
Peter Firth,0278752,tt0099810,8
Tim Curry,0000347,tt0099810,9
Courtney B. Vance,0005524,tt0099810,10
Macaulay Culkin,0000346,tt0099785,1
Joe Pesci,0000582,tt0099785,2
Daniel Stern,0827663,tt0099785,3
John Heard,0001334,tt0099785,4
Roberts Blossom,0089348,tt0099785,5
Catherine O'Hara,0001573,tt0099785,6
Angela Goethals,0324462,tt0099785,7
Devin Ratray,0711864,tt0099785,8
Gerry Bamman,0051482,tt0099785,9
Hillary Wolf,0937781,tt0099785,10
Al Pacino,0000199,tt0099674,1
Diane Keaton,0000473,tt0099674,2
Talia Shire,0001735,tt0099674,3
Andy Garcia,0000412,tt0099674,4
Eli Wallach,0908919,tt0099674,5
Joe Mantegna,0001505,tt0099674,6
George Hamilton,0001313,tt0099674,7
Bridget Fonda,0000403,tt0099674,8
Sofia Coppola,0001068,tt0099674,9
Raf Vallone,0885203,tt0099674,10
Joseph Gordon-Levitt,0330687,tt1306980,1
Seth Rogen,0736622,tt1306980,2
Anna Kendrick,0447695,tt1306980,3
Bryce Dallas Howard,0397171,tt1306980,4
Anjelica Huston,0001378,tt1306980,5
Serge Houde,0396369,tt1306980,6
Andrew Airlie,0014803,tt1306980,7
Matt Frewer,0001242,tt1306980,8
Philip Baker Hall,0001311,tt1306980,9
Donna Yamamoto,0945411,tt1306980,10
Hugh Jackman,0413168,tt1485796,1
Michelle Williams,0931329,tt1485796,2
Zac Efron,1374980,tt1485796,3
Zendaya,3918035,tt1485796,4
Rebecca Ferguson,0272581,tt1485796,5
Austyn Johnson,8874655,tt1485796,6
Cameron Seely,7372981,tt1485796,7
Keala Settle,4745222,tt1485796,8
Sam Humphrey,7976885,tt1485796,9
Yahya Abdul-Mateen II,5584344,tt1485796,10
Steve Carell,0136797,tt1323594,1
Jason Segel,0781981,tt1323594,2
Russell Brand,1258970,tt1323594,3
Julie Andrews,0000267,tt1323594,4
Will Arnett,0004715,tt1323594,5
Kristen Wiig,1325419,tt1323594,6
Miranda Cosgrove,1388927,tt1323594,7
Dana Gaier,3269138,tt1323594,8
Elsie Fisher,3220568,tt1323594,9
Pierre Coffin,1853544,tt1323594,10
Leigh Whannell,1191481,tt0387564,1
Cary Elwes,0000144,tt0387564,2
Danny Glover,0000418,tt0387564,3
Ken Leung,0504962,tt0387564,4
Dina Meyer,0000539,tt0387564,5
Mike Butters,0125320,tt0387564,6
Paul Gutrecht,0349673,tt0387564,7
Michael Emerson,0256237,tt0387564,8
Benito Martinez,0553468,tt0387564,9
Shawnee Smith,0809938,tt0387564,10
Mel Gibson,0000154,tt0093409,1
Danny Glover,0000418,tt0093409,2
Gary Busey,0000997,tt0093409,3
Mitchell Ryan,0752751,tt0093409,4
Tom Atkins,0040662,tt0093409,5
Darlene Love,0522306,tt0093409,6
Traci Wolfe,0938159,tt0093409,7
Jackie Swanson,0841806,tt0093409,8
Damon Hines,0385649,tt0093409,9
Ebonie Smith,0808077,tt0093409,10
Chris Pratt,0695435,tt3896198,1
Zoe Saldana,0757855,tt3896198,2
Dave Bautista,1176985,tt3896198,3
Vin Diesel,0004874,tt3896198,4
Bradley Cooper,0177896,tt3896198,5
Michael Rooker,0740264,tt3896198,6
Karen Gillan,2394794,tt3896198,7
Pom Klementieff,2962353,tt3896198,8
Sylvester Stallone,0000230,tt3896198,9
Kurt Russell,0000621,tt3896198,10
Nicole Kidman,0000173,tt0203009,1
Ewan McGregor,0000191,tt0203009,2
John Leguizamo,0000491,tt0203009,3
Jim Broadbent,0000980,tt0203009,4
Richard Roxburgh,0746896,tt0203009,5
Garry McDonald,0567769,tt0203009,6
Jacek Koman,0464522,tt0203009,7
Matthew Whittet,0974592,tt0203009,8
Kerry Walker,0907942,tt0203009,9
Caroline O'Connor,0640266,tt0203009,10
Bill Nighy,0631490,tt0314331,1
Gregor Fisher,0279524,tt0314331,2
Rory MacGregor,1141990,tt0314331,3
Colin Firth,0000147,tt0314331,4
Sienna Guillory,0347149,tt0314331,5
Liam Neeson,0000553,tt0314331,6
Emma Thompson,0000668,tt0314331,7
Lulu Popplewell,0691603,tt0314331,8
Kris Marshall,0550994,tt0314331,9
Heike Makatsch,0538443,tt0314331,10
Hugh Jackman,0413168,tt1707386,1
Russell Crowe,0000128,tt1707386,2
Anne Hathaway,0004266,tt1707386,3
Amanda Seyfried,1086543,tt1707386,4
Sacha Baron Cohen,0056187,tt1707386,5
Helena Bonham Carter,0000307,tt1707386,6
Eddie Redmayne,1519666,tt1707386,7
Aaron Tveit,3117836,tt1707386,8
Samantha Barks,2885819,tt1707386,9
Daniel Huttlestone,4948519,tt1707386,10
Tatsuya Fujiwara,0297885,tt0266308,1
Aki Maeda,0535329,tt0266308,2
Tarô Yamamoto,0945500,tt0266308,3
Chiaki Kuriyama,0475752,tt0266308,4
Takashi Tsukamoto,0875356,tt0266308,5
Sôsuke Takaoka,0847358,tt0266308,6
Yukihiro Kotani,1178725,tt0266308,7
Eri Ishikawa,1067527,tt0266308,8
Sayaka Kamiya,1118545,tt0266308,9
Takayo Mimura,1178888,tt0266308,10
Bruce Willis,0000246,tt0112864,1
Jeremy Irons,0000460,tt0112864,2
Samuel L. Jackson,0000168,tt0112864,3
Graham Greene,0001295,tt0112864,4
Colleen Camp,0131974,tt0112864,5
Larry Bryggman,0117365,tt0112864,6
Anthony Peck,0669625,tt0112864,7
Nick Wyman,0943848,tt0112864,8
Sam Phillips,0680767,tt0112864,9
Kevin Chamberlin,0150255,tt0112864,10
Craig T. Nelson,0005266,tt3606756,1
Holly Hunter,0000456,tt3606756,2
Sarah Vowell,1102970,tt3606756,3
Huck Milner,9133740,tt3606756,4
Catherine Keener,0001416,tt3606756,5
Eli Fucile,1747568,tt3606756,6
Bob Odenkirk,0644022,tt3606756,7
Samuel L. Jackson,0000168,tt3606756,8
Michael Bird,1520974,tt3606756,9
Sophia Bush,0124208,tt3606756,10
Auli'i Cravalho,7635388,tt3521164,1
Dwayne Johnson,0425005,tt3521164,2
Rachel House,1344302,tt3521164,3
Temuera Morrison,0607325,tt3521164,4
Jemaine Clement,1318596,tt3521164,5
Nicole Scherzinger,0970122,tt3521164,6
Alan Tudyk,0876138,tt3521164,7
Oscar Kightley,0452714,tt3521164,8
Troy Polamalu,2290509,tt3521164,9
Puanani Cravalho,8581231,tt3521164,10
Rufus Sewell,0001722,tt0118929,1
William Hurt,0000458,tt0118929,2
Kiefer Sutherland,0000662,tt0118929,3
Jennifer Connelly,0000124,tt0118929,4
Richard O'Brien,0639782,tt0118929,5
Ian Richardson,0007183,tt0118929,6
Bruce Spence,0817748,tt0118929,7
Colin Friels,0295506,tt0118929,8
John Bluthal,0089944,tt0118929,9
Mitchell Butel,0124728,tt0118929,10
Naomi Watts,0915208,tt1649419,1
Ewan McGregor,0000191,tt1649419,2
Tom Holland,4043618,tt1649419,3
Samuel Joslin,4575328,tt1649419,4
Oaklee Pendergast,3009594,tt1649419,5
Marta Etura,1011070,tt1649419,6
Sönke Möhring,1504980,tt1649419,7
Geraldine Chaplin,0001036,tt1649419,8
Ploy Jindachote,2208390,tt1649419,9
Jomjaoi Sae-Limh,5408099,tt1649419,10
Jude Law,0000179,tt0215750,1
Ed Harris,0000438,tt0215750,2
Rachel Weisz,0001838,tt0215750,3
Joseph Fiennes,0001212,tt0215750,4
Bob Hoskins,0001364,tt0215750,5
Ron Perlman,0000579,tt0215750,6
Eva Mattes,0559837,tt0215750,7
Gabriel Thomson,0861003,tt0215750,8
Matthias Habich,0352278,tt0215750,9
Sophie Rois,0294984,tt0215750,10
Michael B. Jordan,0430107,tt3076658,1
Sylvester Stallone,0000230,tt3076658,2
Tessa Thompson,1935086,tt3076658,3
Phylicia Rashad,0711118,tt3076658,4
Andre Ward,3188266,tt3076658,5
Tony Bellew,6905689,tt3076658,6
Ritchie Coster,0182662,tt3076658,7
Jacob 'Stitch' Duran,0243695,tt3076658,8
Graham McTavish,0574615,tt3076658,9
Malik Bazille,7444490,tt3076658,10
Nick Robinson,3538718,tt5164432,1
Jennifer Garner,0004950,tt5164432,2
Josh Duhamel,0241049,tt5164432,3
Katherine Langford,7692698,tt5164432,4
Alexandra Shipp,3381295,tt5164432,5
Logan Miller,2383250,tt5164432,6
Keiynan Lonsdale,2920533,tt5164432,7
Jorge Lendeborg Jr.,7449863,tt5164432,8
Talitha Eliana Bateman,5145057,tt5164432,9
Tony Hale,0355024,tt5164432,10
Rene Auberjonois,0041281,tt0097757,1
Christopher Daniel Barnes,0055549,tt0097757,2
Jodi Benson,0072533,tt0097757,3
Pat Carroll,0140946,tt0097757,4
Paddi Edwards,0250252,tt0097757,5
Buddy Hackett,0004983,tt0097757,6
Jason Marin,0547465,tt0097757,7
Kenneth Mars,0550318,tt0097757,8
Edie McClurg,0566052,tt0097757,9
Will Ryan,0752900,tt0097757,10
Chevy Chase,0000331,tt0097958,1
Beverly D'Angelo,0000350,tt0097958,2
Juliette Lewis,0000496,tt0097958,3
Johnny Galecki,0301959,tt0097958,4
John Randolph,0709907,tt0097958,5
Diane Ladd,0002663,tt0097958,6
E.G. Marshall,0550855,tt0097958,7
Doris Roberts,0005368,tt0097958,8
Randy Quaid,0001642,tt0097958,9
Miriam Flynn,0283565,tt0097958,10
Andy Serkis,0785227,tt2103281,1
Jason Clarke,0164809,tt2103281,2
Gary Oldman,0000198,tt2103281,3
Keri Russell,0005392,tt2103281,4
Toby Kebbell,1527905,tt2103281,5
Kodi Smit-McPhee,2240346,tt2103281,6
Kirk Acevedo,0009716,tt2103281,7
Nick Thurston,3231354,tt2103281,8
Terry Notary,1024953,tt2103281,9
Karin Konoval,0465269,tt2103281,10
Billy Crystal,0000345,tt0098635,1
Meg Ryan,0000212,tt0098635,2
Carrie Fisher,0000402,tt0098635,3
Bruno Kirby,0456124,tt0098635,4
Steven Ford,0285885,tt0098635,5
Lisa Jane Persky,0675484,tt0098635,6
Michelle Nicastro,0629264,tt0098635,7
Gretchen Palmer,0658252,tt0098635,8
Robert Alan Beuth,0079612,tt0098635,9
David Burdick,0120968,tt0098635,10
Leonardo DiCaprio,0000138,tt7131622,1
