actor_name,actor_id,movie_id,relevance
Sam Neill,0000554,tt0107290,1
Laura Dern,0000368,tt0107290,2
Jeff Goldblum,0000156,tt0107290,3
Richard Attenborough,0000277,tt0107290,4
Bob Peck,0669629,tt0107290,5
Martin Ferrero,0274684,tt0107290,6
BD Wong,0000703,tt0107290,7
Joseph Mazzello,0001515,tt0107290,8
Ariana Richards,0000611,tt0107290,9
Samuel L. Jackson,0000168,tt0107290,10
Ewan McGregor,0000191,tt0117951,1
Ewen Bremner,0001971,tt0117951,2
Jonny Lee Miller,0001538,tt0117951,3
Kevin McKidd,0571727,tt0117951,4
Robert Carlyle,0001015,tt0117951,5
Kelly Macdonald,0531808,tt0117951,6
Peter Mullan,0611932,tt0117951,7
James Cosmo,0181920,tt0117951,8
Eileen Nicholas,0629374,tt0117951,9
Susan Vidler,0896510,tt0117951,10
Amy Poehler,0688132,tt2096673,1
Phyllis Smith,0809613,tt2096673,2
Richard Kind,0454236,tt2096673,3
Bill Hader,0352778,tt2096673,4
Lewis Black,0085400,tt2096673,5
Mindy Kaling,1411676,tt2096673,6
Kaitlyn Dias,4609731,tt2096673,7
Diane Lane,0000178,tt2096673,8
Kyle MacLachlan,0001492,tt2096673,9
Paula Poundstone,0005323,tt2096673,10
Hugh Jackman,0413168,tt1392214,1
Jake Gyllenhaal,0350453,tt1392214,2
Viola Davis,0205626,tt1392214,3
Maria Bello,0004742,tt1392214,4
Terrence Howard,0005024,tt1392214,5
Melissa Leo,0502425,tt1392214,6
Paul Dano,0200452,tt1392214,7
Dylan Minnette,1910255,tt1392214,8
Zoë Soul,2954703,tt1392214,9
Erin Gerasimovich,4961013,tt1392214,10
Tom Hardy,0362766,tt1392190,1
Charlize Theron,0000234,tt1392190,2
Nicholas Hoult,0396558,tt1392190,3
Hugh Keays-Byrne,0117412,tt1392190,4
Josh Helman,2890541,tt1392190,5
Nathan Jones,0428923,tt1392190,6
Zoë Kravitz,2368789,tt1392190,7
Rosie Huntington-Whiteley,2492819,tt1392190,8
Riley Keough,2142336,tt1392190,9
Abbey Lee,3880181,tt1392190,10
Clint Eastwood,0000142,tt0405159,1
Hilary Swank,0005476,tt0405159,2
Morgan Freeman,0000151,tt0405159,3
Jay Baruchel,0059431,tt0405159,4
Mike Colter,1591496,tt0405159,5
Lucia Rijker,0726900,tt0405159,6
Brían F. O'Byrne,0639928,tt0405159,7
Anthony Mackie,1107001,tt0405159,8
Margo Martindale,0553269,tt0405159,9
Riki Lindhome,1641251,tt0405159,10
Joel Edgerton,0249291,tt1291584,1
Tom Hardy,0362766,tt1291584,2
Nick Nolte,0000560,tt1291584,3
Jennifer Morrison,0607185,tt1291584,4
Frank Grillo,0342029,tt1291584,5
Kevin Dunn,0242656,tt1291584,6
Maximiliano Hernández,0380073,tt1291584,7
Bryan Callen,0130437,tt1291584,8
Sam Sheridan,3085077,tt1291584,9
Fernando Chien,0157312,tt1291584,10
Clint Eastwood,0000142,tt1205489,1
Christopher Carley,1542291,tt1205489,2
Bee Vang,3057402,tt1205489,3
Ahney Her,3115704,tt1205489,4
Brian Haley,0355083,tt1205489,5
Geraldine Hughes,0400625,tt1205489,6
Dreama Walker,2439111,tt1205489,7
Brian Howe,0397788,tt1205489,8
John Carroll Lynch,0002253,tt1205489,9
William Hill,0384771,tt1205489,10
Tommy Lee Jones,0000169,tt0477348,1
Javier Bardem,0000849,tt0477348,2
Josh Brolin,0000982,tt0477348,3
Woody Harrelson,0000437,tt0477348,4
Kelly Macdonald,0531808,tt0477348,5
Garret Dillahunt,0226813,tt0477348,6
Tess Harper,0002128,tt0477348,7
Barry Corbin,0179224,tt0477348,8
Stephen Root,0740535,tt0477348,9
Rodger Boyce,0003923,tt0477348,10
Richard Gere,0000152,tt1028532,1
Joan Allen,0000260,tt1028532,2
Cary-Hiroyuki Tagawa,0846480,tt1028532,3
Sarah Roemer,2105255,tt1028532,4
Jason Alexander,0004517,tt1028532,5
Erick Avari,0042805,tt1028532,6
Davenia McFadden,0568672,tt1028532,7
Robbie Sublett,2814595,tt1028532,8
Kevin DeCoste,2902428,tt1028532,9
Rob Degnan,3102089,tt1028532,10
Matt Damon,0000354,tt1950186,1
Christian Bale,0000288,tt1950186,2
Jon Bernthal,1256532,tt1950186,3
Caitriona Balfe,1495520,tt1950186,4
Josh Lucas,0524197,tt1950186,5
Noah Jupe,7415871,tt1950186,6
Tracy Letts,0504832,tt1950186,7
Remo Girone,0320969,tt1950186,8
Ray McKinnon,0571964,tt1950186,9
JJ Feild,0270625,tt1950186,10
Jim Carrey,0000120,tt0120382,1
Laura Linney,0001473,tt0120382,2
Noah Emmerich,0001187,tt0120382,3
Natascha McElhone,0001523,tt0120382,4
Holland Taylor,0852466,tt0120382,5
Brian Delate,0216507,tt0120382,6
Blair Slater,1405242,tt0120382,7
Peter Krause,0470244,tt0120382,8
Heidi Schanz,0770039,tt0120382,9
Ron Taylor,0853105,tt0120382,10
Chris Hemsworth,1165110,tt1979320,1
Daniel Brühl,0117709,tt1979320,2
Olivia Wilde,1312575,tt1979320,3
Alexandra Maria Lara,0487884,tt1979320,4
Pierfrancesco Favino,0269419,tt1979320,5
David Calder,0129464,tt1979320,6
Natalie Dormer,1754059,tt1979320,7
Stephen Mangan,0542118,tt1979320,8
Christian McKay,1605114,tt1979320,9
Alistair Petrie,0677944,tt1979320,10
Jamie Foxx,0004937,tt2948372,1
Tina Fey,0275486,tt2948372,2
Graham Norton,0636218,tt2948372,3
Rachel House,1344302,tt2948372,4
Alice Braga,0103797,tt2948372,5
Richard Ayoade,1547964,tt2948372,6
Phylicia Rashad,0711118,tt2948372,7
Donnell Rawlings,0712603,tt2948372,8
Questlove,0859821,tt2948372,9
Angela Bassett,0000291,tt2948372,10
Aamir Khan,0451148,tt0169102,1
Gracy Singh,0961737,tt0169102,2
Rachel Shelley,0791226,tt0169102,3
Paul Blackthorne,0085860,tt0169102,4
Suhasini Mulay,0611663,tt0169102,5
Kulbhushan Kharbanda,0451425,tt0169102,6
Raghuvir Yadav,0944834,tt0169102,7
Rajendra Gupta,0348490,tt0169102,8
Rajesh Vivek,0900267,tt0169102,9
Shri Vallabh Vyas,0904503,tt0169102,10
Ralph Fiennes,0000146,tt2278388,1
F. Murray Abraham,0000719,tt2278388,2
Mathieu Amalric,0023832,tt2278388,3
Adrien Brody,0004778,tt2278388,4
Willem Dafoe,0000353,tt2278388,5
Jeff Goldblum,0000156,tt2278388,6
Harvey Keitel,0000172,tt2278388,7
Jude Law,0000179,tt2278388,8
Bill Murray,0000195,tt2278388,9
Edward Norton,0001570,tt2278388,10
John Goodman,0000422,tt0198781,1
Billy Crystal,0000345,tt0198781,2
Mary Gibbs,0316701,tt0198781,3
Steve Buscemi,0000114,tt0198781,4
James Coburn,0000336,tt0198781,5
Jennifer Tilly,0000236,tt0198781,6
Bob Peterson,0677037,tt0198781,7
John Ratzenberger,0001652,tt0198781,8
Frank Oz,0000568,tt0198781,9
Daniel Gerson,0314870,tt0198781,10
Andrew Garfield,1940449,tt2119532,1
Richard Pyros,1372922,tt2119532,2
Jacob Warner,5681790,tt2119532,3
Milo Gibson,5490799,tt2119532,4
Darcy Bryce,7779500,tt2119532,5
Roman Guerriero,7737266,tt2119532,6
James Lugton,0525281,tt2119532,7
Kasia Stelmach,4443845,tt2119532,8
Hugo Weaving,0915989,tt2119532,9
Rachel Griffiths,0341737,tt2119532,10
Albert Brooks,0000983,tt0266543,1
Ellen DeGeneres,0001122,tt0266543,2
Alexander Gould,1071252,tt0266543,3
Willem Dafoe,0000353,tt0266543,4
Brad Garrett,0004951,tt0266543,5
Allison Janney,0005049,tt0266543,6
Austin Pendleton,0671721,tt0266543,7
Stephen Root,0740535,tt0266543,8
Vicki Lewis,0507852,tt0266543,9
Joe Ranft,0710020,tt0266543,10
Jay Baruchel,0059431,tt0892769,1
Gerard Butler,0124930,tt0892769,2
Craig Ferguson,0272401,tt0892769,3
America Ferrera,1065229,tt0892769,4
Jonah Hill,1706767,tt0892769,5
Christopher Mintz-Plasse,2395586,tt0892769,6
T.J. Miller,2554352,tt0892769,7
Kristen Wiig,1325419,tt0892769,8
Robin Atkin Downes,0235960,tt0892769,9
Philip McGrade,1213504,tt0892769,10
Graham Chapman,0001037,tt0079470,1
John Cleese,0000092,tt0079470,2
Terry Gilliam,0000416,tt0079470,3
Eric Idle,0001385,tt0079470,4
Terry Jones,0001402,tt0079470,5
Michael Palin,0001589,tt0079470,6
Terence Bayler,0063027,tt0079470,7
Carol Cleveland,0166470,tt0079470,8
Kenneth Colley,0171829,tt0079470,9
Neil Innes,0409183,tt0079470,10
Anthony Hopkins,0000164,tt0080678,1
John Hurt,0000457,tt0080678,2
Anne Bancroft,0000843,tt0080678,3
John Gielgud,0000024,tt0080678,4
Wendy Hiller,0384908,tt0080678,5
Freddie Jones,0428086,tt0080678,6
Michael Elphick,0255573,tt0080678,7
Hannah Gordon,0330240,tt0080678,8
Helen Ryan,0752571,tt0080678,9
John Standing,0822062,tt0080678,10
Alisa Freyndlikh,0293981,tt0079944,1
Aleksandr Kaydanovskiy,0435289,tt0079944,2
Anatoliy Solonitsyn,0813463,tt0079944,3
Nikolay Grinko,0342458,tt0079944,4
Natalya Abramova,0009125,tt0079944,5
Faime Jurno,0433012,tt0079944,6
E. Kostin,0467467,tt0079944,7
Raymo Rendi,0719350,tt0079944,8
Sergey Yakovlev,0945073,tt0079944,9
Vladimir Zamanskiy,0952519,tt0079944,10
Ryan O'Neal,0641939,tt0072684,1
Marisa Berenson,0001943,tt0072684,2
Patrick Magee,0535861,tt0072684,3
Hardy Krüger,0473228,tt0072684,4
Steven Berkoff,0000925,tt0072684,5
Gay Hamilton,0357864,tt0072684,6
Marie Kean,0443811,tt0072684,7
Diana Körner,0477981,tt0072684,8
Murray Melvin,0578527,tt0072684,9
Frank Middlemass,0585460,tt0072684,10
Harrison Ford,0000148,tt0083658,1
Rutger Hauer,0000442,tt0083658,2
Sean Young,0000707,tt0083658,3
Edward James Olmos,0001579,tt0083658,4
M. Emmet Walsh,0001826,tt0083658,5
Daryl Hannah,0000435,tt0083658,6
William Sanderson,0761836,tt0083658,7
Brion James,0001397,tt0083658,8
Joe Turkel,0877185,tt0083658,9
Joanna Cassidy,0001026,tt0083658,10
Sylvester Stallone,0000230,tt0075148,1
Talia Shire,0001735,tt0075148,2
Burt Young,0949350,tt0075148,3
Carl Weathers,0001835,tt0075148,4
Burgess Meredith,0580565,tt0075148,5
Thayer David,0203076,tt0075148,6
Joe Spinell,0818874,tt0075148,7
Jimmy Gambina,0303729,tt0075148,8
Bill Baldwin,0049852,tt0075148,9
Al Silvani,0759299,tt0075148,10
Robin Williams,0000245,tt0097165,1
Robert Sean Leonard,0000494,tt0097165,2
Ethan Hawke,0000160,tt0097165,3
Josh Charles,0001038,tt0097165,4
Gale Hansen,0360796,tt0097165,5
Dylan Kussman,0476378,tt0097165,6
Allelon Ruggiero,0749456,tt0097165,7
James Waterston,0914209,tt0097165,8
Norman Lloyd,0516093,tt0097165,9
Kurtwood Smith,0001748,tt0097165,10
Robert De Niro,0000134,tt0077416,1
John Cazale,0001030,tt0077416,2
John Savage,0001698,tt0077416,3
Christopher Walken,0000686,tt0077416,4
Meryl Streep,0000658,tt0077416,5
George Dzundza,0001169,tt0077416,6
Chuck Aspegren,0039625,tt0077416,7
Shirley Stoler,0831471,tt0077416,8
Rutanya Alda,0017377,tt0077416,9
Pierre Segui,0782132,tt0077416,10
Wil Wheaton,0000696,tt0092005,1
River Phoenix,0000203,tt0092005,2
Corey Feldman,0000397,tt0092005,3
Jerry O'Connell,0005278,tt0092005,4
Kiefer Sutherland,0000662,tt0092005,5
Casey Siemaszko,0797150,tt0092005,6
Gary Riley,0727037,tt0092005,7
Bradley Gregg,0339562,tt0092005,8
Jason Oliver Lipsett,0646874,tt0092005,9
Marshall Bell,0068382,tt0092005,10
Keith David,0202966,tt0091763,1
Forest Whitaker,0001845,tt0091763,2
Francesco Quinn,0005331,tt0091763,3
Kevin Dillon,0001143,tt0091763,4
John C. McGinley,0001525,tt0091763,5
Reggie Johnson,0426047,tt0091763,6
Mark Moses,0608601,tt0091763,7
Corey Glover,0323108,tt0091763,8
Johnny Depp,0000136,tt0091763,9
Chris Pedersen,0669868,tt0091763,10
Leonardo DiCaprio,0000138,tt1663202,1
Tom Hardy,0362766,tt1663202,2
Domhnall Gleeson,1727304,tt1663202,3
Will Poulter,2401020,tt1663202,4
Forrest Goodluck,5569442,tt1663202,5
Paul Anderson,2167957,tt1663202,6
Kristoffer Joner,0427379,tt1663202,7
Joshua Burge,3825855,tt1663202,8
Duane Howard,0397258,tt1663202,9
Melaw Nakehk'o,7506216,tt1663202,10
Matt Damon,0000354,tt3659388,1
Jessica Chastain,1567113,tt3659388,2
Kristen Wiig,1325419,tt3659388,3
Jeff Daniels,0001099,tt3659388,4
Michael Peña,0671567,tt3659388,5
Sean Bean,0000293,tt3659388,6
Kate Mara,0544718,tt3659388,7
Sebastian Stan,1659221,tt3659388,8
Aksel Hennie,0377336,tt3659388,9
Chiwetel Ejiofor,0252230,tt3659388,10
Sunny Pawar,8061218,tt3741834,1
Abhishek Bharate,8066738,tt3741834,2
Priyanka Bose,3140757,tt3741834,3
Khushi Solanki,8610123,tt3741834,4
Shankar Nisode,8610124,tt3741834,5
Tannishtha Chatterjee,1318578,tt3741834,6
Nawazuddin Siddiqui,1596350,tt3741834,7
Riddhi Sen,4690844,tt3741834,8
Koushik Sen,1387306,tt3741834,9
Rita Boy,8610125,tt3741834,10
Ryan Gosling,0331516,tt3783958,1
Emma Stone,1297015,tt3783958,2
Amiee Conn,2353430,tt3783958,3
Terry Walters,0881814,tt3783958,4
Thom Shelton,3235876,tt3783958,5
Cinda Adams,1197574,tt3783958,6
Callie Hernandez,5555747,tt3783958,7
Jessica Rothe,1557329,tt3783958,8
Sonoya Mizuno,4420495,tt3783958,9
Rosemarie DeWitt,1679669,tt3783958,10
Joseph Melito,0577828,tt0114746,1
Bruce Willis,0000246,tt0114746,2
Jon Seda,0781218,tt0114746,3
Michael Chance,0151232,tt0114746,4
Vernon Campbell,0132912,tt0114746,5
H. Michael Walls,0909378,tt0114746,6
Bob Adrian,0012432,tt0114746,7
Simon Jones,0429254,tt0114746,8
Carol Florence,0282665,tt0114746,9
Bill Raymond,0713209,tt0114746,10
Craig T. Nelson,0005266,tt0317705,1
Holly Hunter,0000456,tt0317705,2
Samuel L. Jackson,0000168,tt0317705,3
Jason Lee,0005134,tt0317705,4
Dominique Louis,0521861,tt0317705,5
Teddy Newton,0628599,tt0317705,6
Jean Sincere,0801548,tt0317705,7
Eli Fucile,1747568,tt0317705,8
Maeve Andrews,1751233,tt0317705,9
Wallace Shawn,0001728,tt0317705,10
Dustin Hoffman,0000163,tt0095953,1
Tom Cruise,0000129,tt0095953,2
Valeria Golino,0000420,tt0095953,3
Gerald R. Molen,0596520,tt0095953,4
Jack Murdock,0613789,tt0095953,5
Michael D. Roberts,0731426,tt0095953,6
Ralph Seymour,0786860,tt0095953,7
Lucinda Jenney,0421087,tt0095953,8
Bonnie Hunt,0001372,tt0095953,9
Kim Robillard,0732152,tt0095953,10
Johnny Depp,0000136,tt0325980,1
Geoffrey Rush,0001691,tt0325980,2
Orlando Bloom,0089217,tt0325980,3
Keira Knightley,0461136,tt0325980,4
Jack Davenport,0202603,tt0325980,5
Jonathan Pryce,0000596,tt0325980,6
Lee Arenberg,0034305,tt0325980,7
Mackenzie Crook,0188871,tt0325980,8
Damian O'Hare,1400933,tt0325980,9
Giles New,1099016,tt0325980,10
Atsuko Tanaka,0848968,tt0113568,1
Akio Ôtsuka,0960033,tt0113568,2
Kôichi Yamadera,0945290,tt0113568,3
Yutaka Nakano,1563697,tt0113568,4
Tamio Ôki,0645634,tt0113568,5
Tesshô Genda,0312656,tt0113568,6
Namaki Masakazu,1616932,tt0113568,7
Masato Yamanouchi,0945671,tt0113568,8
Shinji Ogawa,0644564,tt0113568,9
Mitsuru Miyamoto,0594420,tt0113568,10
Roy Scheider,0001702,tt0073195,1
Robert Shaw,0001727,tt0073195,2
Richard Dreyfuss,0000377,tt0073195,3
Lorraine Gary,0308882,tt0073195,4
Murray Hamilton,0358069,tt0073195,5
Carl Gottlieb,0331956,tt0073195,6
Jeffrey Kramer,0469552,tt0073195,7
Susan Backlinie,0045681,tt0073195,8
Jonathan Filley,0277204,tt0073195,9
Ted Grossman,0343722,tt0073195,10
Arnold Schwarzenegger,0000216,tt0088247,1
Michael Biehn,0000299,tt0088247,2
Linda Hamilton,0000157,tt0088247,3
Paul Winfield,0934902,tt0088247,4
Lance Henriksen,0000448,tt0088247,5
Rick Rossovich,0001685,tt0088247,6
Bess Motta,0609477,tt0088247,7
Earl Boen,0091286,tt0088247,8
Dick Miller,0588241,tt0088247,9
Shawn Schepps,0770974,tt0088247,10
Jennifer Aniston,0000098,tt0129167,1
Harry Connick Jr.,0001065,tt0129167,2
Vin Diesel,0004874,tt0129167,3
James Gammon,0304000,tt0129167,4
Cloris Leachman,0001458,tt0129167,5
Christopher McDonald,0001520,tt0129167,6
John Mahoney,0001498,tt0129167,7
Eli Marienthal,0547349,tt0129167,8
M. Emmet Walsh,0001826,tt0129167,9
Jack Angel,0029460,tt0129167,10
Steve McQueen,0000537,tt0070511,1
Dustin Hoffman,0000163,tt0070511,2
Victor Jory,0430460,tt0070511,3
Don Gordon,0330150,tt0070511,4
Anthony Zerbe,0001875,tt0070511,5
Robert Deman,0218053,tt0070511,6
Woodrow Parfrey,0661416,tt0070511,7
Bill Mumy,0612621,tt0070511,8
George Coulouris,0183459,tt0070511,9
Ratna Assan,0039764,tt0070511,10
Ginnifer Goodwin,0329481,tt2948356,1
Jason Bateman,0000867,tt2948356,2
Idris Elba,0252961,tt2948356,3
Jenny Slate,2809577,tt2948356,4
Nate Torrence,1535594,tt2948356,5
Bonnie Hunt,0001372,tt2948356,6
Don Lake,0482141,tt2948356,7
Tommy Chong,0001045,tt2948356,8
J.K. Simmons,0799777,tt2948356,9
Octavia Spencer,0818055,tt2948356,10
Benedict Cumberbatch,1212722,tt2084970,1
Keira Knightley,0461136,tt2084970,2
Matthew Goode,0328828,tt2084970,3
Rory Kinnear,1239499,tt2084970,4
Allen Leech,1395602,tt2084970,5
Matthew Beard,0063914,tt2084970,6
Charles Dance,0001097,tt2084970,7
Mark Strong,0835016,tt2084970,8
James Northcote,3485153,tt2084970,9
Tom Goodman-Hill,0329259,tt2084970,10
Ellen Burstyn,0000995,tt0070047,1
Max von Sydow,0001884,tt0070047,2
Lee J. Cobb,0002011,tt0070047,3
Kitty Winn,0935345,tt0070047,4
Jack MacGowran,0532290,tt0070047,5
Jason Miller,0588553,tt0070047,6
Linda Blair,0000304,tt0070047,7
William O'Malley,0641780,tt0070047,8
Barton Heyman,0382263,tt0070047,9
Peter Masterson,0557751,tt0070047,10
Jake Gyllenhaal,0350453,tt0246578,1
Holmes Osborne,0651660,tt0246578,2
Maggie Gyllenhaal,0350454,tt0246578,3
Daveigh Chase,0153738,tt0246578,4
Mary McDonnell,0001521,tt0246578,5
James Duval,0001166,tt0246578,6
Arthur Taxier,0851833,tt0246578,7
Patrick Swayze,0000664,tt0246578,8
Mark Hoffman,0389015,tt0246578,9
David St. James,0820574,tt0246578,10
Chris Pratt,0695435,tt2015381,1
Zoe Saldana,0757855,tt2015381,2
Dave Bautista,1176985,tt2015381,3
Vin Diesel,0004874,tt2015381,4
Bradley Cooper,0177896,tt2015381,5
Lee Pace,1195855,tt2015381,6
Michael Rooker,0740264,tt2015381,7
Karen Gillan,2394794,tt2015381,8
Djimon Hounsou,0005023,tt2015381,9
John C. Reilly,0000604,tt2015381,10
Penelope Allen,0020897,tt0072890,1
Sully Boyar,0101604,tt0072890,2
John Cazale,0001030,tt0072890,3
Beulah Garrick,0308242,tt0072890,4
Carol Kane,0001406,tt0072890,5
Sandra Kazan,0443584,tt0072890,6
Marcia Jean Kurtz,0476040,tt0072890,7
Amy Levitt,0506204,tt0072890,8
John Marriott,0550191,tt0072890,9
Estelle Omens,0648384,tt0072890,10
Matthew McConaughey,0000190,tt0790636,1
Jennifer Garner,0004950,tt0790636,2
Jared Leto,0001467,tt0790636,3
Denis O'Hare,0641354,tt0790636,4
Steve Zahn,0001872,tt0790636,5
Michael O'Neill,0642259,tt0790636,6
Dallas Roberts,1316767,tt0790636,7
Griffin Dunne,0001162,tt0790636,8
Kevin Rankin,0710271,tt0790636,9
Donna Duplantier,1251245,tt0790636,10
Leonardo DiCaprio,0000138,tt0450259,1
Djimon Hounsou,0005023,tt0450259,2
Jennifer Connelly,0000124,tt0450259,3
Kagiso Kuypers,2218894,tt0450259,4
Arnold Vosloo,0903677,tt0450259,5
Antony Coleman,0170924,tt0450259,6
Benu Mabhena,2335116,tt0450259,7
Anointing Lukola,2467417,tt0450259,8
David Harewood,0362873,tt0450259,9
Basil Wallace,0908534,tt0450259,10
Scott Weinger,0918334,tt0103639,1
Robin Williams,0000245,tt0103639,2
Linda Larkin,0488306,tt0103639,3
Jonathan Freeman,0293455,tt0103639,4
Frank Welker,0919798,tt0103639,5
Gilbert Gottfried,0331906,tt0103639,6
Douglas Seale,0780528,tt0103639,7
Charlie Adler,0012121,tt0103639,8
Jack Angel,0029460,tt0103639,9
Corey Burton,0123553,tt0103639,10
Kevin Costner,0000126,tt0099348,1
Mary McDonnell,0001521,tt0099348,2
Graham Greene,0001295,tt0099348,3
Rodney A. Grant,0002110,tt0099348,4
Floyd 'Red Crow' Westerman,0922671,tt0099348,5
Tantoo Cardinal,0001987,tt0099348,6
Robert Pastorelli,0665123,tt0099348,7
Charles Rocket,0734236,tt0099348,8
Maury Chaykin,0001999,tt0099348,9
Jimmy Herman,0379157,tt0099348,10
Bill Murray,0000195,tt0107048,1
Andie MacDowell,0000510,tt0107048,2
Chris Elliott,0254402,tt0107048,3
Stephen Tobolowsky,0864997,tt0107048,4
Brian Doyle-Murray,0236519,tt0107048,5
Marita Geraghty,0313882,tt0107048,6
Angela Paton,0665708,tt0107048,7
Rick Ducommun,0239958,tt0107048,8
Rick Overton,0653959,tt0107048,9
Robin Duke,0241208,tt0107048,10
Ryan Reynolds,0005351,tt1431045,1
Karan Soni,4175221,tt1431045,2
Ed Skrein,4534098,tt1431045,3
Michael Benyaer,0073088,tt1431045,4
Stefan Kapicic,1292973,tt1431045,5
Brianna Hildebrand,6552202,tt1431045,6
Style Dayne,4406623,tt1431045,7
Kyle Cassie,1004124,tt1431045,8
Taylor Hickson,6883785,tt1431045,9
Ayzee,5708387,tt1431045,10
Wagner Moura,0609944,tt0861739,1
André Ramiro,2386123,tt0861739,2
Caio Junqueira,0432753,tt0861739,3
Milhem Cortaz,1141101,tt0861739,4
Fernanda Machado,1701859,tt0861739,5
Maria Ribeiro,0722902,tt0861739,6
Paulo Vilela,2410211,tt0861739,7
Fernanda de Freitas,1284907,tt0861739,8
André Di Mauro,0271263,tt0861739,9
Fábio Lago,0997304,tt0861739,10
Robert Downey Jr.,0000375,tt0848228,1
Chris Evans,0262635,tt0848228,2
Mark Ruffalo,0749263,tt0848228,3
Chris Hemsworth,1165110,tt0848228,4
Scarlett Johansson,0424060,tt0848228,5
Jeremy Renner,0719637,tt0848228,6
Tom Hiddleston,1089991,tt0848228,7
Clark Gregg,0163988,tt0848228,8
Cobie Smulders,1130627,tt0848228,9
Stellan Skarsgård,0001745,tt0848228,10
Daniel Craig,0185819,tt0381061,1
Eva Green,1200692,tt0381061,2
Mads Mikkelsen,0586568,tt0381061,3
Judi Dench,0001132,tt0381061,4
Jeffrey Wright,0942482,tt0381061,5
Giancarlo Giannini,0316284,tt0381061,6
Caterina Murino,1166528,tt0381061,7
Simon Abkarian,0008787,tt0381061,8
Isaach De Bankolé,0207218,tt0381061,9
Jesper Christensen,0159802,tt0381061,10
Robby Benson,0000913,tt0101414,1
Jesse Corti,0181425,tt0101414,2
Rex Everhart,0263591,tt0101414,3
Angela Lansbury,0001450,tt0101414,4
Paige O'Hara,0641314,tt0101414,5
Jerry Orbach,0001583,tt0101414,6
Bradley Pierce,0682300,tt0101414,7
David Ogden Stiers,0001773,tt0101414,8
Richard White,0925369,tt0101414,9
Jo Anne Worley,0941506,tt0101414,10
Patton Oswalt,0652663,tt0382932,1
Ian Holm,0000453,tt0382932,2
Lou Romano,0738918,tt0382932,3
Brian Dennehy,0001133,tt0382932,4
Peter Sohn,0812307,tt0382932,5
Peter O'Toole,0000564,tt0382932,6
Brad Garrett,0004951,tt0382932,7
Janeane Garofalo,0000413,tt0382932,8
Will Arnett,0004715,tt0382932,9
Julius Callahan,2029107,tt0382932,10
Woody Allen,0000095,tt0075686,1
Diane Keaton,0000473,tt0075686,2
Tony Roberts,0731634,tt0075686,3
Carol Kane,0001406,tt0075686,4
Paul Simon,0800328,tt0075686,5
Shelley Duvall,0001167,tt0075686,6
Janet Margolin,0546755,tt0075686,7
Colleen Dewhurst,0223157,tt0075686,8
Christopher Walken,0000686,tt0075686,9
Donald Symington,0843332,tt0075686,10
Kevin Costner,0000126,tt0094226,1
Sean Connery,0000125,tt0094226,2
Charles Martin Smith,0001747,tt0094226,3
Andy Garcia,0000412,tt0094226,4
Robert De Niro,0000134,tt0094226,5
Richard Bradford,0103071,tt0094226,6
Jack Kehoe,0444955,tt0094226,7
Brad Sullivan,0837976,tt0094226,8
Billy Drago,0236711,tt0094226,9
Patricia Clarkson,0165101,tt0094226,10
Sam Neill,0000554,tt4698684,1
Julian Dennison,5421877,tt4698684,2
Rima Te Wiata,0853498,tt4698684,3
Rachel House,1344302,tt4698684,4
Tioreore Ngatai-Melbourne,8051777,tt4698684,5
Oscar Kightley,0452714,tt4698684,6
Stan Walker,3574793,tt4698684,7
Mike Minogue,2333404,tt4698684,8
Cohen Holloway,1959207,tt4698684,9
Rhys Darby,1055302,tt4698684,10
Armie Hammer,2309517,tt5726616,1
Timothée Chalamet,3154303,tt5726616,2
Michael Stuhlbarg,0836121,tt5726616,3
Amira Casar,0142972,tt5726616,4
Esther Garrel,1081257,tt5726616,5
Victoire Du Bois,4973460,tt5726616,6
Vanda Capriolo,8747928,tt5726616,7
Antonio Rimoldi,8747929,tt5726616,8
Elena Bucci,1997283,tt5726616,9
Marco Sgrosso,2000106,tt5726616,10
Melinda Dillon,0227039,tt0085334,1
Darren McGavin,0569000,tt0085334,2
Scott Schwartz,0777432,tt0085334,3
Jean Shepherd,0791789,tt0085334,4
Ian Petrella,0677826,tt0085334,5
Tedde Moore,0601925,tt0085334,6
R.D. Robb,0730222,tt0085334,7
Zack Ward,0911933,tt0085334,8
Yano Anaya,0025764,tt0085334,9
Jeff Gillen,0318832,tt0085334,10
Chris Hemsworth,1165110,tt3501632,1
Tom Hiddleston,1089991,tt3501632,2
Cate Blanchett,0000949,tt3501632,3
Idris Elba,0252961,tt3501632,4
Jeff Goldblum,0000156,tt3501632,5
Tessa Thompson,1935086,tt3501632,6
Karl Urban,0881631,tt3501632,7
Mark Ruffalo,0749263,tt3501632,8
Anthony Hopkins,0000164,tt3501632,9
Benedict Cumberbatch,1212722,tt3501632,10
Al Pacino,0000199,tt0106519,1
Sean Penn,0000576,tt0106519,2
Penelope Ann Miller,0000542,tt0106519,3
John Leguizamo,0000491,tt0106519,4
Ingrid Rogers,0736917,tt0106519,5
Luis Guzmán,0350079,tt0106519,6
James Rebhorn,0714310,tt0106519,7
Joseph Siravo,0802759,tt0106519,8
Viggo Mortensen,0001557,tt0106519,9
Richard Foronjy,0286561,tt0106519,10
Johnny Depp,0000136,tt0099487,1
Winona Ryder,0000213,tt0099487,2
Dianne Wiest,0001848,tt0099487,3
Anthony Michael Hall,0001309,tt0099487,4
Kathy Baker,0000834,tt0099487,5
